Year,Month,Day,Hour,N_Room,N_Dinning Room,N_Gym,N_Therapy Room,N_Living Room,N_Terrace,N_TV Room
2024,5,26,3,0,0,0,0,0,0,0
2024,5,26,4,0,0,0,0,0,0,0
2024,5,26,5,0,0,0,0,0,0,0
2024,5,26,6,0,0,0,0,0,0,0
2024,5,26,7,0,0,0,0,0,0,0
2024,5,26,8,0,0,0,0,0,0,0
2024,5,26,9,0,32,0,0,0,0,0
2024,5,26,10,0,7,46,0,0,0,0
2024,5,26,11,0,0,14,36,0,0,0
2024,5,26,12,0,18,0,35,0,0,0
2024,5,26,13,0,8,0,0,46,0,0
2024,5,26,14,0,0,0,0,28,20,0
2024,5,26,15,41,0,0,0,0,2,0
2024,5,26,16,0,10,0,25,0,0,0
2024,5,26,17,0,0,0,31,0,0,0
2024,5,26,18,0,3,0,9,0,0,35
2024,5,26,19,0,38,0,0,0,0,0
2024,5,26,20,10,46,0,0,0,0,0
2024,5,26,21,8,0,0,0,0,0,0
2024,5,26,22,0,0,0,0,0,0,0
2024,5,26,23,0,0,0,0,0,0,0
2024,5,27,0,0,0,0,0,0,0,0
2024,5,27,1,0,0,0,0,0,0,0
2024,5,27,2,0,0,0,0,0,0,0
2024,5,27,3,0,0,0,0,0,0,0
2024,5,27,4,0,0,0,0,0,0,0
2024,5,27,5,0,0,0,0,0,0,0
2024,5,27,6,0,0,0,0,0,0,0
2024,5,27,7,0,0,0,0,0,0,0
2024,5,27,8,11,9,0,0,0,0,0
2024,5,27,9,0,21,8,0,0,0,0
2024,5,27,10,0,0,37,0,0,0,0
2024,5,27,11,0,0,46,0,0,0,0
2024,5,27,12,0,47,7,0,0,0,0
2024,5,27,13,24,14,0,0,0,0,0
2024,5,27,14,44,0,0,0,0,0,0
2024,5,27,15,11,3,0,0,0,0,20
2024,5,27,16,24,33,0,0,0,0,0
2024,5,27,17,38,0,0,0,0,0,0
2024,5,27,18,15,15,0,0,0,18,0
2024,5,27,19,0,47,0,0,0,0,0
2024,5,27,20,18,3,0,0,0,0,0
2024,5,27,21,0,0,0,0,0,0,0
2024,5,27,22,0,0,0,0,0,0,0
2024,5,27,23,0,0,0,0,0,0,0
2024,5,28,0,0,0,0,0,0,0,0
2024,5,28,1,0,0,0,0,0,0,0
2024,5,28,2,0,0,0,0,0,0,0
2024,5,28,3,0,0,0,0,0,0,0
2024,5,28,4,0,0,0,0,0,0,0
2024,5,28,5,0,0,0,0,0,0,0
2024,5,28,6,0,0,0,0,0,0,0
2024,5,28,7,0,0,0,0,0,0,0
2024,5,28,8,0,20,0,0,0,0,0
2024,5,28,9,25,28,0,0,0,0,0
2024,5,28,10,42,0,0,0,0,0,0
2024,5,28,11,46,0,0,0,0,0,0
2024,5,28,12,29,29,0,0,0,0,0
2024,5,28,13,0,32,0,0,13,0,0
2024,5,28,14,0,0,0,0,43,0,0
2024,5,28,15,0,0,11,0,6,28,0
2024,5,28,16,0,0,8,42,0,0,0
2024,5,28,17,14,0,0,46,0,0,0
2024,5,28,18,20,0,0,0,0,0,0
2024,5,28,19,5,43,0,0,0,0,0
2024,5,28,20,0,26,0,0,0,0,0
2024,5,28,21,0,0,0,0,0,0,0
2024,5,28,22,0,0,0,0,0,0,0
2024,5,28,23,0,0,0,0,0,0,0
2024,5,29,0,0,0,0,0,0,0,0
2024,5,29,1,0,0,0,0,0,0,0
2024,5,29,2,0,0,0,0,0,0,0
2024,5,29,3,0,0,0,0,0,0,0
2024,5,29,4,0,0,0,0,0,0,0
2024,5,29,5,0,0,0,0,0,0,0
2024,5,29,6,0,0,0,0,0,0,0
2024,5,29,7,0,0,0,0,0,0,0
2024,5,29,8,0,0,0,0,0,0,0
2024,5,29,9,29,18,0,0,0,0,0
2024,5,29,10,33,11,0,0,0,0,0
2024,5,29,11,51,0,0,0,0,0,0
2024,5,29,12,34,16,0,0,0,0,0
2024,5,29,13,0,10,0,0,0,0,41
2024,5,29,14,0,0,0,0,7,0,47
2024,5,29,15,0,0,0,0,43,0,0
2024,5,29,16,0,4,35,0,6,0,0
2024,5,29,17,0,0,15,36,0,0,0
2024,5,29,18,0,0,0,43,0,0,0
2024,5,29,19,0,11,0,38,0,0,0
2024,5,29,20,44,10,0,0,0,0,0
2024,5,29,21,0,0,0,0,0,0,0
2024,5,29,22,0,0,0,0,0,0,0
2024,5,29,23,0,0,0,0,0,0,0
2024,5,30,0,0,0,0,0,0,0,0
2024,5,30,1,0,0,0,0,0,0,0
2024,5,30,2,0,0,0,0,0,0,0
2024,5,30,3,0,0,0,0,0,0,0
2024,5,30,4,0,0,0,0,0,0,0
2024,5,30,5,0,0,0,0,0,0,0
2024,5,30,6,0,0,0,0,0,0,0
2024,5,30,7,0,0,0,0,0,0,0
2024,5,30,8,0,0,0,0,0,0,0
2024,5,30,9,9,30,0,0,0,0,0
2024,5,30,10,38,0,0,0,0,0,0
2024,5,30,11,55,0,0,0,0,0,0
2024,5,30,12,27,11,0,0,0,0,0
2024,5,30,13,0,13,37,0,0,0,0
2024,5,30,14,0,0,53,0,0,1,0
2024,5,30,15,0,14,0,0,0,40,0
2024,5,30,16,9,51,0,0,0,0,0
2024,5,30,17,52,0,0,0,0,0,0
2024,5,30,18,0,0,0,55,0,0,0
2024,5,30,19,0,39,0,7,0,0,0
2024,5,30,20,24,19,0,0,0,0,0
2024,5,30,21,10,0,0,0,0,0,0
2024,5,30,22,0,0,0,0,0,0,0
2024,5,30,23,0,0,0,0,0,0,0
2024,5,31,0,0,0,0,0,0,0,0
2024,5,31,1,0,0,0,0,0,0,0
2024,5,31,2,0,0,0,0,0,0,0
2024,5,31,3,0,0,0,0,0,0,0
2024,5,31,4,0,0,0,0,0,0,0
2024,5,31,5,0,0,0,0,0,0,0
2024,5,31,6,0,0,0,0,0,0,0
2024,5,31,7,0,0,0,0,0,0,0
2024,5,31,8,25,0,0,0,0,0,0
2024,5,31,9,13,30,0,0,0,0,0
2024,5,31,10,31,25,0,0,0,0,0
2024,5,31,11,57,0,0,0,0,0,0
2024,5,31,12,15,38,0,0,0,0,0
2024,5,31,13,0,4,0,0,0,0,36
2024,5,31,14,0,0,0,0,2,0,43
2024,5,31,15,0,25,0,0,18,6,0
2024,5,31,16,0,18,24,0,0,0,0
2024,5,31,17,0,0,19,26,0,0,0
2024,5,31,18,0,0,0,49,0,0,0
2024,5,31,19,0,48,0,5,0,0,0
2024,5,31,20,0,11,0,0,0,0,0
2024,5,31,21,0,0,0,0,0,0,0
2024,5,31,22,0,0,0,0,0,0,0
2024,5,31,23,0,0,0,0,0,0,0
