Year,Month,Day,Hour,N_Room,N_Dinning Room,N_Gym,N_Therapy Room,N_Living Room,N_Terrace,N_TV Room
2024,5,26,3,60,0,0,0,0,0,0
2024,5,26,4,60,0,0,0,0,0,0
2024,5,26,5,60,0,0,0,0,0,0
2024,5,26,6,60,0,0,0,0,0,0
2024,5,26,7,60,0,0,0,0,0,0
2024,5,26,8,60,0,0,0,0,0,0
2024,5,26,9,6,54,0,0,0,0,0
2024,5,26,10,0,8,44,8,0,0,0
2024,5,26,11,0,0,0,60,0,0,0
2024,5,26,12,0,48,0,12,0,0,0
2024,5,26,13,0,23,0,0,37,0,0
2024,5,26,14,0,0,0,0,42,18,0
2024,5,26,15,31,14,0,0,0,15,0
2024,5,26,16,0,41,0,19,0,0,0
2024,5,26,17,0,0,0,60,0,0,0
2024,5,26,18,0,0,0,17,0,0,43
2024,5,26,19,0,55,0,0,0,0,5
2024,5,26,20,11,49,0,0,0,0,0
2024,5,26,21,60,0,0,0,0,0,0
2024,5,26,22,60,0,0,0,0,0,0
2024,5,26,23,59,0,0,0,0,0,0
2024,5,27,0,60,0,0,0,0,0,0
2024,5,27,1,60,0,0,0,0,0,0
2024,5,27,2,60,0,0,0,0,0,0
2024,5,27,3,60,0,0,0,0,0,0
2024,5,27,4,60,0,0,0,0,0,0
2024,5,27,5,60,0,0,0,0,0,0
2024,5,27,6,60,0,0,0,0,0,0
2024,5,27,7,60,0,0,0,0,0,0
2024,5,27,8,59,1,0,0,0,0,0
2024,5,27,9,0,44,16,0,0,0,0
2024,5,27,10,0,0,60,0,0,0,0
2024,5,27,11,0,0,38,22,0,0,0
2024,5,27,12,0,32,0,28,0,0,0
2024,5,27,13,30,30,0,0,0,0,0
2024,5,27,14,60,0,0,0,0,0,0
2024,5,27,15,3,1,0,0,15,0,41
2024,5,27,16,12,48,0,0,0,0,0
2024,5,27,17,60,0,0,0,0,0,0
2024,5,27,18,47,0,0,0,0,13,0
2024,5,27,19,0,54,0,0,0,6,0
2024,5,27,20,19,41,0,0,0,0,0
2024,5,27,21,60,0,0,0,0,0,0
2024,5,27,22,60,0,0,0,0,0,0
2024,5,27,23,59,0,0,0,0,0,0
2024,5,28,0,60,0,0,0,0,0,0
2024,5,28,1,60,0,0,0,0,0,0
2024,5,28,2,60,0,0,0,0,0,0
2024,5,28,3,60,0,0,0,0,0,0
2024,5,28,4,60,0,0,0,0,0,0
2024,5,28,5,60,0,0,0,0,0,0
2024,5,28,6,60,0,0,0,0,0,0
2024,5,28,7,60,0,0,0,0,0,0
2024,5,28,8,59,1,0,0,0,0,0
2024,5,28,9,0,60,0,0,0,0,0
2024,5,28,10,52,8,0,0,0,0,0
2024,5,28,11,60,0,0,0,0,0,0
2024,5,28,12,33,27,0,0,0,0,0
2024,5,28,13,0,44,0,0,16,0,0
2024,5,28,14,0,0,0,0,37,23,0
2024,5,28,15,0,0,0,0,0,60,0
2024,5,28,16,0,10,1,49,0,0,0
2024,5,28,17,0,0,0,29,0,0,31
2024,5,28,18,48,0,0,0,0,0,12
2024,5,28,19,1,59,0,0,0,0,0
2024,5,28,20,24,36,0,0,0,0,0
2024,5,28,21,60,0,0,0,0,0,0
2024,5,28,22,60,0,0,0,0,0,0
2024,5,28,23,59,0,0,0,0,0,0
2024,5,29,0,60,0,0,0,0,0,0
2024,5,29,1,60,0,0,0,0,0,0
2024,5,29,2,60,0,0,0,0,0,0
2024,5,29,3,60,0,0,0,0,0,0
2024,5,29,4,60,0,0,0,0,0,0
2024,5,29,5,60,0,0,0,0,0,0
2024,5,29,6,60,0,0,0,0,0,0
2024,5,29,7,60,0,0,0,0,0,0
2024,5,29,8,60,0,0,0,0,0,0
2024,5,29,9,15,45,0,0,0,0,0
2024,5,29,10,60,0,0,0,0,0,0
2024,5,29,11,60,0,0,0,0,0,0
2024,5,29,12,31,29,0,0,0,0,0
2024,5,29,13,0,30,0,0,0,0,30
2024,5,29,14,0,0,0,0,8,0,52
2024,5,29,15,0,0,0,0,42,18,0
2024,5,29,16,0,11,45,0,0,4,0
2024,5,29,17,0,0,18,42,0,0,0
2024,5,29,18,0,3,0,57,0,0,0
2024,5,29,19,0,60,0,0,0,0,0
2024,5,29,20,41,19,0,0,0,0,0
2024,5,29,21,60,0,0,0,0,0,0
2024,5,29,22,60,0,0,0,0,0,0
2024,5,29,23,59,0,0,0,0,0,0
2024,5,30,0,60,0,0,0,0,0,0
2024,5,30,1,60,0,0,0,0,0,0
2024,5,30,2,60,0,0,0,0,0,0
2024,5,30,3,60,0,0,0,0,0,0
2024,5,30,4,60,0,0,0,0,0,0
2024,5,30,5,60,0,0,0,0,0,0
2024,5,30,6,60,0,0,0,0,0,0
2024,5,30,7,60,0,0,0,0,0,0
2024,5,30,8,58,2,0,0,0,0,0
2024,5,30,9,15,45,0,0,0,0,0
2024,5,30,10,60,0,0,0,0,0,0
2024,5,30,11,60,0,0,0,0,0,0
2024,5,30,12,4,56,0,0,0,0,0
2024,5,30,13,0,11,49,0,0,0,0
2024,5,30,14,0,0,59,0,0,1,0
2024,5,30,15,0,6,0,0,0,54,0
2024,5,30,16,29,31,0,0,0,0,0
2024,5,30,17,60,0,0,0,0,0,0
2024,5,30,18,23,0,0,37,0,0,0
2024,5,30,19,0,54,0,6,0,0,0
2024,5,30,20,43,17,0,0,0,0,0
2024,5,30,21,60,0,0,0,0,0,0
2024,5,30,22,60,0,0,0,0,0,0
2024,5,30,23,59,0,0,0,0,0,0
2024,5,31,0,60,0,0,0,0,0,0
2024,5,31,1,60,0,0,0,0,0,0
2024,5,31,2,60,0,0,0,0,0,0
2024,5,31,3,60,0,0,0,0,0,0
2024,5,31,4,60,0,0,0,0,0,0
2024,5,31,5,60,0,0,0,0,0,0
2024,5,31,6,60,0,0,0,0,0,0
2024,5,31,7,60,0,0,0,0,0,0
2024,5,31,8,60,0,0,0,0,0,0
2024,5,31,9,5,55,0,0,0,0,0
2024,5,31,10,50,10,0,0,0,0,0
2024,5,31,11,60,0,0,0,0,0,0
2024,5,31,12,10,50,0,0,0,0,0
2024,5,31,13,0,13,0,0,0,0,47
2024,5,31,14,0,0,0,0,26,0,34
2024,5,31,15,0,0,0,0,59,1,0
2024,5,31,16,0,16,27,0,0,17,0
2024,5,31,17,0,0,35,25,0,0,0
2024,5,31,18,0,0,0,60,0,0,0
2024,5,31,19,0,28,0,32,0,0,0
2024,5,31,20,29,31,0,0,0,0,0
2024,5,31,21,60,0,0,0,0,0,0
2024,5,31,22,60,0,0,0,0,0,0
2024,5,31,23,59,0,0,0,0,0,0
